local_designation|ps1_designation|sherlock_distancempc|dec_psf|psf_inst_mag_sig|cal_psf_mag|sherlockClassification|detection_list_id|sherlock_object_id|filter|sherlock_tables|followup_flag_date|sherlock_specz|tns_name|ra_psf|id|target|ref|diff|mjd_obs
9LYSEadq|PS19jcp||-4.518025702934212|0.30494|20.5555|SN|GOOD|GALEXASCJ103055.23-043105.5/37|r|NED/GAIA/PS1/GSC|2019-12-24||2019zis|157.7302142811904|1103055250043104700|1103055250043104700_58841.623_101261368_295_target|1103055250043104700_58841.623_101261368_295_ref|1103055250043104700_58841.623_101261368_295_diff|58875.4737494147
9LYSEafa|PS19jcj|3556.232437|0.01549934850511592|0.217017|20.1029|SN|GOOD|1237650796214026405|g|SDSS DR12 PhotoObjAll Table|2019-12-24||2019zin|132.52685802784197|1085006431000055700|1085006431000055700_58841.569_101254803_334_target|1085006431000055700_58841.569_101254803_334_ref|1085006431000055700_58841.569_101254803_334_diff|58865.4976917711
9LYSEaem|PS19jcl||1.7922811418090678|0.110394|20.1787|NT|GOOD|GAMAJ085531.83+014732.2/123765|i|GLADE/SDSS|2019-12-24|||133.88264667700935|1085531831014732200|1085531831014732200_58841.569_101254816_146_target|1085531831014732200_58841.569_101254816_146_ref|1085531831014732200_58841.569_101254816_146_diff|58872.4283192918
9LYSEadk|PS19ixh|1134.297723|-1.2568236479445438|0.212529|21.059|NT|GOOD|1237654668666601712|i|SDSS DR12 PhotoObjAll Table|2019-12-24||2019yua|160.78998506895996|1104309590011524500|1104309590011524500_58844.588_101274582_269_target|1104309590011524500_58844.588_101274582_269_ref|1104309590011524500_58844.588_101274582_269_diff|58871.57306319
9LYSEaey|PS19cls|1400.839864|-1.217037878943995|0.102322|19.9649|SN|GOOD|1237654668665356802|i|SDSS DR12 PhotoObjAll Table|2019-12-24|||158.08413326891664|1103220190011301200|1103220190011301200_58844.587_101274002_230_target|1103220190011301200_58844.587_101274002_230_ref|1103220190011301200_58844.587_101274002_230_diff|58871.5721804489
9LYSEaec|PS19ixj|779.45064|-1.0043485312356986|0.271951|20.8618|NT|GOOD|1237648720148496512/S4ST003217|r|SDSS/GSC|2019-12-24||2019yuc|160.5942578587439|1104222620010015600|1104222620010015600_58844.588_101274592_215_target|1104222620010015600_58844.588_101274592_215_ref|1104222620010015600_58844.588_101274592_215_diff|58875.475042818
9LYSEaex|PS19ixm|904.259206|10.980863166845552|0.0866059|19.5728|NT|GOOD|1237660615585824780|i|SDSS DR12 PhotoObjAll Table|2019-12-24||2019yuf|173.398804904811|1113335701105851100|1113335701105851100_58844.645_101280303_82_target|1113335701105851100_58844.645_101280303_82_ref|1113335701105851100_58844.645_101280303_82_diff|58871.5597889326
9LYSEadm|PS19jcq|477.800984|8.18787599326761|0.2948|20.2143|NT|GOOD|1237661976547623121|z|SDSS DR12 PhotoObjAll Table|2019-12-24||2019zit|185.98628711062415|1122356691081116300|1122356691081116300_58844.650_101280727_108_target|1122356691081116300_58844.650_101280727_108_ref|1122356691081116300_58844.650_101280727_108_diff|58875.5876149066
9LYSEael|PS19jik|1185.499084|13.69688377766414|0.18085|21.2351|SN|GOOD|1237661068185108703|g|SDSS DR12 PhotoObjAll Table|2019-12-24|||174.6607660228611|1113838571134148700|1113838571134148700_58841.629_101261991_221_target|1113838571134148700_58841.629_101261991_221_ref|1113838571134148700_58841.629_101261991_221_diff|58841.6295666167
9LYSEadx|PS19ixi|376.7028|11.675234676871582|0.304056|20.5247|SN|GOOD|1237661811739066486/WHLJ122952|r|SDSS/NED/GLADE/2MASS|2019-12-24|0.0828|2019yub|187.4723239575751|1122953341114030700|1122953341114030700_58844.650_101280755_299_target|1122953341114030700_58844.650_101280755_299_ref|1122953341114030700_58844.650_101280755_299_diff|58846.6558067985
9LYSEado|PS19ikg|1896.301304|13.309499998604926|0.109817|20.1581|SN|GOOD|1237661951323210117|i|SDSS DR12 PhotoObjAll Table|2019-12-24|||173.02384784605678|1113205721131834200|1113205721131834200_58844.647_101280546_71_target|1113205721131834200_58844.647_101280546_71_ref|1113205721131834200_58844.647_101280546_71_diff|58850.6115479026
9LYSEaeb|||-11.692851917786284|0.0966879|20.2381|UNCLEAR|POSSIBLE|S53D006452/1100616293011413412|r|GSC/PS1/NED|2019-12-24|||151.5679949197811|1100616310114134300|1100616310114134300_58841.565_101254317_194_target|1100616310114134300_58841.565_101254317_194_ref|1100616310114134300_58841.565_101254317_194_diff|58872.4360599714
9LYSEaee|||-1.896431506418687|0.0749821|19.8697|ORPHAN|POSSIBLE||i||2019-12-24|||156.25835356744616|1102502000015347000|1102502000015347000_58841.623_101261310_313_target|1102502000015347000_58841.623_101261310_313_ref|1102502000015347000_58841.623_101261310_313_diff|58847.5479649855
9LYSEadh|PS19jch||3.846367053337005|0.232961|21.4236|ORPHAN|GOOD||g||2019-12-20|||148.81274687616997|1095515051035047000|1095515051035047000_58837.626_101198286_116_target|1095515051035047000_58837.626_101198286_116_ref|1095515051035047000_58837.626_101198286_116_diff|58871.5766027159
9LYSEadg|PS19jci|1902.720826|6.595230748468747|0.0554904|19.8274|NT|GOOD|1237658300066889841/N6WM003350|r|SDSS/GSC|2019-12-20||2019zim|149.16251526350024|1095639001063542800|1095639001063542800_58837.626_101198352_151_target|1095639001063542800_58837.626_101198352_151_ref|1095639001063542800_58837.626_101198352_151_diff|58871.579759539
9LYSEadc|PS19jcg||-3.3415275869700527|0.0394372|18.6069|SN|GOOD|GALEXASCJ085709.53-032033.9|r|NED|2019-12-12|||134.29011095313035|1085709620032029400|1085709620032029400_58829.577_101044240_172_target|1085709620032029400_58829.577_101044240_172_ref|1085709620032029400_58829.577_101044240_172_diff|58829.5778162153
9LYSEadd|||-3.7054664240616|0.153649|20.3353|ORPHAN|POSSIBLE||r||2019-12-12|||132.68388771644948|1085044120034219500|1085044120034219500_58829.577_101044224_312_target|1085044120034219500_58829.577_101044224_312_ref|1085044120034219500_58829.577_101044224_312_diff|58829.5778162153
9LYSEacz|PS19hgm||49.02885495280309|0.135485|20.199|SN|GOOD|08325687+4901410|z|2MASS XSC|2019-12-10||2019wvg|128.2285849533832|1083254851490143700|1083254851490143700_58827.596_100985114_466_target|1083254851490143700_58827.596_100985114_466_ref|1083254851490143700_58827.596_100985114_466_diff|58827.5962687107
9LYSEada|||30.933258924343612|0.187947|20.2213|ORPHAN|POSSIBLE||z||2019-12-10|||140.57411416952726|1092217771305559500|1092217771305559500_58827.602_100985729_191_target|1092217771305559500_58827.602_100985729_191_ref|1092217771305559500_58827.602_100985729_191_diff|58827.6022508409
9LYSEacx|||34.2269284593185|0.189324|20.1263|ORPHAN|POSSIBLE||z||2019-12-10|||143.41740249599474|1093340171341336800|1093340171341336800_58827.603_100985835_193_target|1093340171341336800_58827.603_100985835_193_ref|1093340171341336800_58827.603_100985835_193_diff|58827.603605725
9LYSEact|PS19gzo|139.290001|33.528248913375194|0.27139|19.9927|NT|CONFIRMED|1237662225127571574|z|SDSS DR12 PhotoObjAll Table|2019-12-04|||146.51476723285046|1094603551333141800|1094603551333141800_58821.606_100927336_29_target|1094603551333141800_58821.606_100927336_29_ref|1094603551333141800_58821.606_100927336_29_diff|58867.4359160829
9LYSEacg|PS19gzn|463.388316|31.617245620201583|0.181459|21.32|NT|GOOD|1237664669503258857|r|SDSS DR12 PhotoObjAll Table|2019-12-04||2019wcf|140.3011920248257|1092112281313702100|1092112281313702100_58821.604_100927081_204_target|1092112281313702100_58821.604_100927081_204_ref|1092112281313702100_58821.604_100927081_204_diff|58874.5820925002
9LYSEaci|PS19gmi|264.36823|30.87184020126327|0.090017|20.4452|SN|GOOD|1237664880487170198/KUG0927+31|r|SDSS/NED/GLADE|2019-12-04|0.05908||142.7064739750686|1093049551305218500|1093049551305218500_58821.605_100927170_112_target|1093049551305218500_58821.605_100927170_112_ref|1093049551305218500_58821.605_100927170_112_diff|58874.5829582121
9LYSEach|||46.01547999909495|0.138299|21.2013|ORPHAN|POSSIBLE||i||2019-12-04|||131.81681453932526|1084716041460055800|1084716041460055800_58821.598_100924912_456_target|1084716041460055800_58821.598_100924912_456_ref|1084716041460055800_58821.598_100924912_456_diff|58821.5987198669
9LYSEacu|||46.278927581214624|0.0908844|20.53|ORPHAN|POSSIBLE||i||2019-12-04|||130.8756984813266|1084330181461644200|1084330181461644200_58821.598_100924914_390_target|1084330181461644200_58821.598_100924914_390_ref|1084330181461644200_58821.598_100924914_390_diff|58821.5987198669
9LYSEack|||46.117130143828845|0.0993157|20.6854|ORPHAN|POSSIBLE||i||2019-12-04|||131.44622355845706|1084547091460701700|1084547091460701700_58821.598_100924913_415_target|1084547091460701700_58821.598_100924913_415_ref|1084547091460701700_58821.598_100924913_415_diff|58821.5987198669
9LYSEace|PS19ixp||-4.223746327740243|0.116219|19.1681|SN|GOOD|GALEXASCJ092008.36-041325.1/10|r|NED/PS1|2019-12-03|||140.03455956242195|1092008290041325500|1092008290041325500_58820.612_100875849_201_target|1092008290041325500_58820.612_100875849_201_ref|1092008290041325500_58820.612_100875849_201_diff|58829.5795794171
9LYSEaca|PS19ixq||-4.366145536577627|0.110406|19.8143|NT|GOOD|09244550-0421579/09244552-0421|r|2MASS|2019-12-03||2019yui|141.18964886409205|1092445510042158100|1092445510042158100_58820.612_100875846_164_target|1092445510042158100_58820.612_100875846_164_ref|1092445510042158100_58820.612_100875846_164_diff|58829.5795794171
9LYSEabt|||-8.739187483643535|0.0750731|20.4085|UNCLEAR|POSSIBLE|S4YM008776/5741686485167166336|r|GSC/GAIA/PS1|2019-12-03|||143.91515560644342|1093539630084420900|1093539630084420900_58820.615_100875951_212_target|1093539630084420900_58820.615_100875951_212_ref|1093539630084420900_58820.615_100875951_212_diff|58872.4347606464
9KYSEabl|PS19gzd|212.06065|-8.734391666117336|0.246441|21.1629|SN|CONFIRMED|2MASXJ09484253-0844022|r|NED/2MASS|2019-11-30|0.047776||147.17620959764076|1094842270084403800|1094842270084403800_58817.633_100820132_220_target|1094842270084403800_58817.633_100820132_220_ref|1094842270084403800_58817.633_100820132_220_diff|58872.4356282772
9KYSEabi|PS19jcf||-8.490405822885544|0.211888|19.9591|UNCLEAR|GOOD|S54B001986/1094233322008292575|i|GSC/PS1|2019-11-30||2019zil|145.63885191200316|1094233310082925400|1094233310082925400_58817.632_100820036_176_target|1094233310082925400_58817.632_100820036_176_ref|1094233310082925400_58817.632_100820036_176_diff|58875.460753188
9KYSEabh|PS19gza|336.99|-4.565620149006083|0.0514286|18.9081|NT|GOOD|08584536-0433563|r|GLADE/2MASS|2019-11-30|0.074379|2019wbv|134.68914217639548|1085845400043356300|1085845400043356300_58817.625_100819493_134_target|1085845400043356300_58817.625_100819493_134_ref|1085845400043356300_58817.625_100819493_134_diff|58829.5778162153
9KYSEabm|PS19gze|2917.281299|-2.7843403351236677|0.10035|19.5953|NT|GOOD|1237654870529933457|r|SDSS DR12 PhotoObjAll Table|2019-11-30|||140.07408723325906|1092017770024703600|1092017770024703600_58820.612_100875872_36_target|1092017770024703600_58820.612_100875872_36_ref|1092017770024703600_58820.612_100875872_36_diff|58829.5795794171
9KYSEabk|PS19gzb||-8.641406780936833|0.11596|20.6735|ORPHAN|GOOD||i||2019-11-30||2019wbw|150.67995965350107|1100243190083829100|1100243190083829100_58820.619_100876319_349_target|1100243190083829100_58820.619_100876319_349_ref|1100243190083829100_58820.619_100876319_349_diff|58850.5514332768
9KYSEabg|PS19gzf|977.950984|42.076939298712865|0.129517|20.4844|NT|GOOD|1237663787413603013|g|SDSS DR12 PhotoObjAll Table|2019-11-29|||112.31000268508905|1072914411420436900|1072914411420436900_58816.551_100780727_282_target|1072914411420436900_58816.551_100780727_282_ref|1072914411420436900_58816.551_100780727_282_diff|58874.4051768392
9KYSEabf|PS19gzc|647.689884|42.2057454946588|0.103333|19.8576|SN|GOOD|1237673311502533487|i|SDSS DR12 PhotoObjAll Table|2019-11-29||2019wby|114.29088152977566|1073709811421220600|1073709811421220600_58816.551_100780757_285_target|1073709811421220600_58816.551_100780757_285_ref|1073709811421220600_58816.551_100780757_285_diff|58816.5519711609
9KYSEaft||0.0912|38.9056943817643|0.200601|20.7494|SN|POSSIBLE|NGC2419|r|NED-D Galaxy Catalogue v13.1|2019-11-29|||114.52364540400815|1073805681385420400|1073805681385420400_58816.551_100778677_311_target|1073805681385420400_58816.551_100778677_311_ref|1073805681385420400_58816.551_100778677_311_diff|58849.5012408621
9KYSEaay|PS19jcb||-10.297299442550257|0.126352|19.7615|UNCLEAR|GOOD|S542004969/5740489082644279680|i|GSC/GAIA/PS1|2019-11-27||2019zih|144.32913250286572|1093718980101750100|1093718980101750100_58817.632_100820449_123_target|1093718980101750100_58817.632_100820449_123_ref|1093718980101750100_58817.632_100820449_123_diff|58875.4603245412
9KYSEabc|PS19gzi||-8.478499963867023|0.126466|21.0838|UNCLEAR|GOOD|S549006312|r|GSC v2.3|2019-11-27||2019wca|145.19202643176882|1094046080082842500|1094046080082842500_58817.632_100820038_248_target|1094046080082842500_58817.632_100820038_248_ref|1094046080082842500_58817.632_100820038_248_diff|58872.4347606464
9KYSEaav|PS19jcd||-4.263732171863417|0.0917244|20.0977|UNCLEAR|GOOD|S5QL005846/1090423706004154955|i|GSC/PS1/GAIA|2019-11-27||2019zij|136.09876599201283|1090423700041549200|1090423700041549200_58814.613_100682546_272_target|1090423700041549200_58814.613_100682546_272_ref|1090423700041549200_58814.613_100682546_272_diff|58820.6115049049
9KYSEaat|PS19jce||-11.004086044177908|0.232642|20.6826|SN|GOOD|GALEXASCJ095912.62-110014.6/10|i|NED/PS1/GAIA/GSC|2019-11-27||2019zik|149.80244845277932|1095912580110014600|1095912580110014600_58817.634_100820210_312_target|1095912580110014600_58817.634_100820210_312_ref|1095912580110014600_58817.634_100820210_312_diff|58875.4621295311
9KYSEaaw|PS19gzg||-4.338830030050162|0.107319|19.9628|SN|GOOD|1059662|i|The GLADE Catalogue v2.3|2019-11-27||2019wbz|133.82713716338216|1085518510042019600|1085518510042019600_58814.612_100682436_352_target|1085518510042019600_58814.612_100682436_352_ref|1085518510042019600_58814.612_100682436_352_diff|58814.6124785458
9KYSEaax|PS19jcc||-5.005532089304643|0.0951525|20.0811|SN|GOOD|2MASSJ09085877-0500169/1090858|i|NED/PS1/GAIA/GSC|2019-11-27||2019zii|137.24530989832058|1090858870050019900|1090858870050019900_58817.626_100819104_191_target|1090858870050019900_58817.626_100819104_191_ref|1090858870050019900_58817.626_100819104_191_diff|58872.4287528675
9KYSEaba|PS19gzh||-5.504166611620351|0.0589559|18.9684|ORPHAN|GOOD||i||2019-11-27|||141.045786283169|1092410980053014900|1092410980053014900_58817.627_100819594_164_target|1092410980053014900_58817.627_100819594_164_ref|1092410980053014900_58817.627_100819594_164_diff|58820.612368158
9KYSEafu|PS19jca|40.9|-3.7131491040622433|0.0956542|19.7058|SN|GOOD|NGC2722|r|NED-D Galaxy Catalogue v13.1|2019-11-27||2019zig|134.72584107036843|1085854200034247400|1085854200034247400_58817.625_100819521_271_target|1085854200034247400_58817.625_100819521_271_ref|1085854200034247400_58817.625_100819521_271_diff|58829.5778162153
9KYSEaao|PS19jbx|3228.44813|39.79982024356852|0.129234|20.115|SN|GOOD|1237673704503444247/SDSSJ07294|r|SDSS/NED|2019-11-26|0.55734|2019zid|112.44691902657631|1072947261394759300|1072947261394759300_58816.551_100778692_367_target|1072947261394759300_58816.551_100778692_367_ref|1072947261394759300_58816.551_100778692_367_diff|58874.4074663976
9KYSEaan|PS19gzj|843.619301|39.70742140317868|0.256076|20.3428|SN|GOOD|1237651496291664494|i|SDSS DR12 PhotoObjAll Table|2019-11-26||2019wcb|114.503215178099|1073800781394226700|1073800781394226700_58816.548_100777371_66_target|1073800781394226700_58816.548_100777371_66_ref|1073800781394226700_58816.548_100777371_66_diff|58822.5269779965
9KYSEaaq|PS19jby||41.17830665154101|0.271324|20.8392|NT|GOOD|07544334+4110421/1237673704505|g|2MASS/SDSS|2019-11-26||2019zie|118.6804326888044|1075443301411041900|1075443301411041900_58813.549_100639232_213_target|1075443301411041900_58813.549_100639232_213_ref|1075443301411041900_58813.549_100639232_213_diff|58874.4069318389
9KYSEaae|PS19jbz|982.706867|38.4639664904173|0.110822|20.3553|SN|GOOD|1237653588480492013|g|SDSS DR12 PhotoObjAll Table|2019-11-26||2019zif|118.72140576089232|1075453141382750300|1075453141382750300_58816.553_100778888_160_target|1075453141382750300_58816.553_100778888_160_ref|1075453141382750300_58816.553_100778888_160_diff|58870.4606086445
9KYSEaaf|PS19jbw|3351.4077|42.35790462390708|0.180876|20.4734|SN|GOOD|1237673311502730495|r|SDSS DR12 PhotoObjAll Table|2019-11-26||2019zic|114.9733669777441|1073953601422128500|1073953601422128500_58816.551_100780755_193_target|1073953601422128500_58816.551_100780755_193_ref|1073953601422128500_58816.551_100780755_193_diff|58874.4087748816
9KYSEabn|PS19gzk|553.232053|42.108156233702076|0.206133|20.4972|SN|GOOD|1237663787413602588|i|SDSS DR12 PhotoObjAll Table|2019-11-26||2019wcc|112.40038854717834|1072936081420629400|1072936081420629400_58813.547_100639023_204_target|1072936081420629400_58813.547_100639023_204_ref|1072936081420629400_58813.547_100639023_204_diff|58822.526517862
9KYSEaac|PS19gzm|776.97397|49.16025460708036|0.12379|20.1861|SN|CONFIRMED|1237653612108579222|i|SDSS DR12 PhotoObjAll Table|2019-11-25|||133.8974773108649|1085535401490936900|1085535401490936900_58812.627_100588426_141_target|1085535401490936900_58812.627_100588426_141_ref|1085535401490936900_58812.627_100588426_141_diff|58875.408790507
9KYSEaai|PS19gzl|6591.97925|31.968385875021845|0.191642|20.8766|SN|GOOD|1237664668966978005|i|SDSS DR12 PhotoObjAll Table|2019-11-25|||141.94796828292462|1092747511315806100|1092747511315806100_58812.632_100589047_27_target|1092747511315806100_58812.632_100589047_27_ref|1092747511315806100_58812.632_100589047_27_diff|58870.4690616485
9KYSEaaj|PS19jbv|5193.04226|34.32395489931713|0.135517|20.6655|SN|GOOD|1237660961329316096|r|SDSS DR12 PhotoObjAll Table|2019-11-25||2019zib|139.35504047592335|1091725201341926200|1091725201341926200_58812.631_100588976_171_target|1091725201341926200_58812.631_100588976_171_ref|1091725201341926200_58812.631_100588976_171_diff|58874.5825270776
9KYSEaab|PS19grb|571.196319|35.28974519368529|0.252583|21.61|SN|GOOD|1237660960793559381|r|SDSS DR12 PhotoObjAll Table|2019-11-25|||142.3974684787429|1092935391351723100|1092935391351723100_58812.632_100589281_110_target|1092935391351723100_58812.632_100589281_110_ref|1092935391351723100_58812.632_100589281_110_diff|58874.583390146
9KYSEaad|||48.743067326579485|0.150755|20.5528|ORPHAN|POSSIBLE||r||2019-11-25|||129.07927278213137|1083619021484434900|1083619021484434900_58812.625_100588349_233_target|1083619021484434900_58812.625_100588349_233_ref|1083619021484434900_58812.625_100588349_233_diff|58812.6256506675
